"truck_id","valid_from","calibration_id","config","device_imei","drum_volume","extra_info","foo","gearbox_ratio","imsi","motor_displacement_cm3","port_a_offset_volts","port_b_offset_volts","pressure_sensor_offset_volts","pressure_sensor_range_bar","pressure_sensor_range_volts","project","registration","rmc_provider","serial_no","vin"
"209","2024-12-02 16:18:43.594","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":false}}},""rpm"":{""S"":""temp_sensor""}}","356129320294413","","","","","","","","","","","","","KX18KJZ","Cemex","20300584","null"
"52","2024-12-02 17:00:27.460","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""forwards""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206100852169","8","","bar","120.3","","89.1","","","","","","","RX17MUB","Cemex","20300048",""
"523","2025-01-15 08:51:23.731","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":false},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""131""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320294314","","","","","","","","","","","","","RK22FNN","Cemex","20300480","null"
"394","2024-08-23 15:16:09.635","","{""charging_direction"":{""S"":""clockwise""},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":false},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":false},""maintenance_status"":{""S"":""""},""is_dm_fault"":{""BOOL"":false},""is_dm_temperature_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""forwards""},""is_fm_fitted"":{""BOOL"":false}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631513026","","","","","","","","","","","","","LN70ZUA","Tarmac","20300239","null"
"393","2025-01-08 07:43:50.376","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""6 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""6""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""98.9""},""hydraulic_motor_displacement_cc"":{""N"":""75""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631630309","","","bar","","","","","","","","","","RX65OSO","Cemex","20300337","null"
"376","2024-12-11 09:11:05.061","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""6 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""6""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""98.4""},""hydraulic_motor_displacement_cc"":{""N"":""75""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631636918","","","bar","","","","","","","","","","RX13LLM","Cemex","20300351","null"
"161","2024-12-02 16:10:55.451","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105980999","8","","bar","120.3","","89.1","","","","","","","KS17TKK","Cemex","20300104",""
"437","2024-12-02 13:48:59.410","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320096669","","","","","","","","","","","","","RK21KVG","Cemex","20300396","null"
"267","2024-12-09 14:10:17.798","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""{\""manufacturer\"": \""McPhee\"", \""model\"": \""8 / 9 m3\""}""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320194365","","","","","","","","","","","","","RA19OCH","Cemex","20300493","null"
"190","2025-01-24 11:51:15.680","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""HYMIX\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""75""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105981021","8","","bar","120.3","","75","0.21802","0.224483333","0.5","500","4","","KX67RKN","Cemex","20300117","null"
"447","2024-12-02 13:53:24.075","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""NULL"":true},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""NULL"":true},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""131""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320178954","","","","","","","","","","","","","RK22FNG","Cemex","20300437","null"
"375","2024-12-02 13:49:48.110","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""131""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631579365","","","bar","","","","","","","","","","RK71FNN","Cemex","20300371","null"
"452","2024-11-28 13:39:52.291","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""NULL"":true},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""NULL"":true},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":false},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""Putzmeister\\\"", \\\""model\\\"": \\\""P8 UL\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""12""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""144.3""},""hydraulic_motor_displacement_cc"":{""N"":""80""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320117499","","","","","","","","","","","","","AA253CF","CRH-Slovakia","20300475","null"
"454","2024-11-28 14:00:43.967","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""NULL"":true},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""NULL"":true},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":false},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""Putzmeister\\\"", \\\""model\\\"": \\\""P12\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""12""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""144.3""},""hydraulic_motor_displacement_cc"":{""N"":""80""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320243154","","","","","","","","","","","","","KS441GC","CRH-Slovakia","20300467","null"
"119","2024-12-02 15:28:07.748","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206106352404","8","","bar","120.3","","89.1","0.21802","0.224483333","0.5","500","4","","RX16WSE","Cemex","20300087","null"
"487","2024-12-02 13:59:49.643","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","355939982566150","","","","","","","","","","","","","RK71FNC","Cemex","20300630","null"
"240","2024-12-02 16:06:00.209","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""8 / 9 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""9""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89.1""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","359206105984504","9","","bar","120.3","","89.1","","","","","","","BJ17WUY","Cemex","20300273",""
"248","2024-12-02 13:54:47.537","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""131""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631724466","8","","bar","120.3","","90","0.21802","0.224483333","0.5","500","4","","RK72FVF","Cemex","20300199","null"
"506","2024-12-09 09:16:21.285","","{""charging_direction"":{""S"":""counter_clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""rear""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""starboard""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""10""},""is_charging_clockwise"":{""BOOL"":false},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""89""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","356129320248062","","","","","","","","","","","","","GJ145FT","Holcim","20300535","null"
"271","2024-12-02 13:59:15.201","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""front""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""CIFA\\\"", \\\""model\\\"": \\\""SLX 8\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""8""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""120.3""},""hydraulic_motor_displacement_cc"":{""N"":""90""},""is_pressure_b_insulated"":{""BOOL"":false},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","352247631724433","8","","bar","120.3","","90","","","","","","","RK72FVH","Cemex","20300210",""
"491","2024-12-02 16:02:05.986","","{""charging_direction"":{""S"":""clockwise""},""operations"":{""M"":{""cb_mounting_location"":{""S"":""pedestal""},""is_dm_fitted"":{""BOOL"":true},""maintenance_status"":{""S"":""""},""is_dm_temperature_fault"":{""BOOL"":false},""is_dm_fault"":{""BOOL"":false},""is_fm_fault"":{""BOOL"":false},""is_cb_fault"":{""BOOL"":false},""cb_mounting_direction"":{""S"":""port""},""is_fm_fitted"":{""BOOL"":true}}},""globalConfig"":{""M"":{""is_virtual"":{""BOOL"":false},""is_off_the_road"":{""BOOL"":false},""no_consistence"":{""BOOL"":false},""is_whitelisted"":{""BOOL"":true},""no_consistence_description"":{""S"":""""},""misc"":{""S"":""\""{\\\""manufacturer\\\"": \\\""McPhee\\\"", \\\""model\\\"": \\\""6 m3\\\""}\""""},""rpm_sensor"":{""S"":""temp_sensor""}}},""physical"":{""M"":{""drum_volume_m3"":{""N"":""6""},""is_charging_clockwise"":{""BOOL"":true},""gearbox_ratio"":{""N"":""98.9""},""hydraulic_motor_displacement_cc"":{""N"":""75""},""is_pressure_b_insulated"":{""BOOL"":true},""is_pressure_id1_charging"":{""BOOL"":true}}},""rpm"":{""S"":""temp_sensor""}}","355939982566705","","","","","","","","","","","","","RX66MMJ","Cemex","20300591","null"
